ID,Protein name
7369,transmembrane transport protein
7370,NAD-dependent dehydratase
7371,hypothetical protein SCO7371
7372,hypothetical protein SCO7372
7373,hypothetical protein SCO7373
7374,nitrate reductase NarB (fragment)
7375,acetyltransferase
7376,hypothetical protein SCO7376
7377,hypothetical protein SCO7377
7378,hypothetical protein SCO7378
7379,hypothetical protein SCO7379
7380,hypothetical protein SCO7380
7381,hypothetical protein SCO7381
7382,hypothetical protein SCO7382
7383,hypothetical protein SCO7383
7384,transmembrane transport protein
7385,hypothetical protein SCO7385
7386,serine protease
7387,hypothetical protein SCO7387
7388,dehydrogenase
7389,short chain dehydrogenase
7390,
7391,
7392,hypothetical protein SCO7392
7393,lipoprotein
7394,hypothetical protein SCO7394
7395,membrane transport protein
7396,hypothetical protein SCO7396
7397,hypothetical protein SCO7397
7398,iron-hydroxamate transporter permease subunit
7399,binding-protein-dependent transport lipoprotein
7400,ABC transporter ATP-binding protein
7401,hypothetical protein SCO7401
7402,lyase
7403,hypothetical protein SCO7403
7404,hypothetical protein SCO7404
7405,"acetyltransferase, partial"
7406,hypothetical protein SCO7406
7407,beta-galactosidase
7408,solute-binding lipoprotein
7409,binding-protein dependent transport protein
7410,binding-protein dependent transport protein
7411,LacI family transcriptional regulator
7412,thiamine pyrophosphate protein
7413,short chain dehydrogenase
7414,hypothetical protein SCO7414
7415,racemase
7416,hypothetical protein SCO7416
7417,cytochrome P450-family protein
7418,cytochrome P450-family protein
7419,ATP/GTP binding protein
7420,hypothetical protein SCO7420
7421,hypothetical protein SCO7421
7422,sensor histidine-kinase
7423,hypothetical protein SCO7423
7424,MarR family transcriptional regulator
7425,multidrug-efflux transporter
7426,hypothetical protein SCO7426
7427,hypothetical protein SCO7427
7428,flavohemoprotein
7429,hypothetical protein SCO7429
7430,hypothetical protein SCO7430
7431,hypothetical protein SCO7431
7432,extracellular small neutral protease
7433,small neutral protease regulatory protein
7434,lipoprotein
7435,transmembrane transport protein
7436,aldehyde dehydrogenase
7437,benzoylformate decarboxylase
7438,LysR family transcriptional regulator
7439,hypothetical protein SCO7439
7440,hydrolase
7441,transcriptional regulator
7442,hypothetical protein SCO7442
7443,phosphoglucomutase
7444,"cytochrome P450 (fragment), partial"
7445,hypothetical protein SCO7445
7446,regulator
7447,acetyltranferase
7448,hypothetical protein SCO7448
7449,hypothetical protein SCO7449
7450,hypothetical protein SCO7450
7451,hypothetical protein SCO7451
7452,O-methyltransferase
7453,hypothetical protein SCO7453
7454,hypothetical protein SCO7454
7455,isochorismatase
7456,hypothetical protein SCO7456
7457,hypothetical protein SCO7457
7458,hypothetical protein SCO7458
7459,ABC transporter ATP-binding protein
7460,lipoprotein
7461,hydrolase
7462,hypothetical protein SCO7462
7463,sensor histidine kinase
7464,hypothetical protein SCO7464
7465,hypothetical protein SCO7465
7466,ATP/GTP-binding protein
7467,hypothetical protein SCO7467
7468,flavin-binding monooxygenase
7469,phenylacetate-CoA ligase
7470,phenylacetic acid degradation protein PaaI
7471,phenylacetate-CoA oxygenase subunit PaaA
7472,phenylacetate-CoA oxygenase subunit PaaB
7473,phenylacetic acid degradation protein PaaC
7474,phenylacetic acid degradation protein PaaD
7475,phenylacetic acid degradation NADH oxidoreductase PaaE
7476,hypothetical protein SCO7476
7477,hypothetical protein SCO7477
7478,phosphotransferase
7479,hypothetical protein SCO7479
7480,hypothetical protein SCO7480
7481,hypothetical protein SCO7481
7482,hypothetical protein SCO7482
7483,hypothetical protein SCO7483
7484,hypothetical protein SCO7484
7485,oxidoreductase
7486,transcriptional regulator
7487,integral membrane binding protein dependent transport protein
7488,integral membrane binding protein dependent transport protein
7489,binding protein dependent transport lipoprotein
7490,oxidoreductase
7491,hypothetical protein SCO7491
7492,hypothetical protein SCO7492
7493,hypothetical protein SCO7493
7494,hypothetical protein SCO7494
7495,
7496,hypothetical protein SCO7496
7497,transcriptional regulator
7498,transcriptional regulator
7499,racemase
7500,allantoin permease
7501,hydrolase
7502,LacI family transcriptional regulator
7503,extracellular solute-binding protein
7504,integral membrane binding-protein-dependent transport protein
7505,integral membrane binding-protein-dependent transport protein
7506,hydrolase
7507,dioxygenase
7508,hypothetical protein SCO7508
7509,hypothetical protein SCO7509
7510,peptidyl-prolyl cis-trans isomerase
7511,glyceraldehyde 3-phosphate dehydrogenase
7512,AraC family transcription regulator
7513,hydrolase
7514,hypothetical protein SCO7514
7515,hypothetical protein SCO7515
7516,heat shock protein 90
7517,hypothetical protein SCO7517
7518,TetR family transcriptional regulator
7519,sugar acetyltransferase
7520,hypothetical protein SCO7520
7521,peptidase
7522,DNA ligase
7523,chaperone
7524,hypothetical protein SCO7524
7525,"oxidoreductase, partial"
7526,chloramphenicol resistance protein
7527,DeoR family transcriptional regulator
7528,hypothetical protein SCO7528
7529,hypothetical protein SCO7529
7530,regulatory protein
7531,hypothetical protein SCO7531
7532,hypothetical protein SCO7532
7533,two-component system response regulator
7534,two component system histidine kinase
7535,lipoprotein
7536,hypothetical protein SCO7536
7537,aminotransferase
7538,LysR family transcriptional regulator
7539,TetR family transcriptional regulator
7540,hypothetical protein SCO7540
7541,hypothetical protein SCO7541
7542,hypothetical protein SCO7542
7543,CRP family transcriptional regulator
7544,ABC transporter membrane protein
7545,ABC transporter ATP-binding protein
7546,lipoprotein
7547,"sulfatase, partial"
7548,hypothetical protein SCO7548
7549,hypothetical protein SCO7549
7550,hydrolase
7551,hypothetical protein SCO7551
7552,TetR family transcriptional regulator
7553,oxidoreductase
7554,LacI family transcriptional regulator
7555,solute binding lipoprotein
7556,sugar transport permease
7557,sugar transport integral membrane protein
7558,beta-glucosidase
7559,sugar hydrolase
7560,MutT-family protein
7561,esterase
7562,transcriptional regulator
7563,ABC transporter solute binding lipoprotein
7564,oligopeptide ABC transporter integral membrane protein
7565,oligopeptide ABC transporter integral membrane protein
7566,oligopeptide ABC transporter ATP-binding protein
7567,oligopeptide ABC transporter ATP-binding protein
7568,regulatory protein
7569,hypothetical protein SCO7569
7570,isomerase
7571,hypothetical protein SCO7571
7572,oxidoreductase
7573,anti-sigma factor antagonist
7574,hypothetical protein SCO7574
7575,hydrolase
7576,hydrolase
7577,hydrolase
7578,hypothetical protein SCO7578
7579,DNA-binding protein
7580,hypothetical protein SCO7580
7581,hypothetical protein SCO7581
7582,hypothetical protein SCO7582
7583,hydrolase
7584,transcriptional regulator
7585,MerR family transcriptional regulator
7586,oxidoreductase
7587,hypothetical protein SCO7587
7588,oxidoreductase
7589,hypothetical protein SCO7589
7590,catalase
7591,regulatory protein
7592,hypothetical protein SCO7592
7593,hypothetical protein SCO7593
7594,oxidoreductase
7595,anhydro-N-acetylmuramic acid kinase
7596,integral membrane transport protein
7597,hypothetical protein SCO7597
7598,hypothetical protein SCO7598
7599,transcriptional regulator
7600,alanyl tRNA synthetase
7601,amidase
7602,TetR family transcriptional regulator
7603,LysR family transcriptional regulator
7604,hypothetical protein SCO7604
7605,metallopeptidase
7606,amino acid binding protein
7607,hydrolase
7608,hypothetical protein SCO7608
7609,esterase
7610,transcriptional regulator
7611,hypothetical protein SCO7611
7612,hypothetical protein SCO7612
7613,hypothetical protein SCO7613
7614,regulatory protein
7615,DNA-binding protein
7616,AbaA-like protein
7617,hypothetical protein SCO7617
7618,transcriptional regulator
7619,anti sigma factor antagonist
7620,hypothetical protein SCO7620
7621,hypothetical protein SCO7621
7622,NAD(P) transhydrogenase subunit beta
7623,NAD(P) transhydrogenase subunit alpha
7624,TetR family transcriptional regulator
7625,monooxygenase
7626,monooxygenase
7627,hypothetical protein SCO7627
7628,hypothetical protein SCO7628
7629,starvation sensing protein
7630,isomerase
7631,hypothetical protein SCO7631
7632,hypothetical protein SCO7632
7633,endo-beta-N-acetylglucosaminidase
7634,hypothetical protein SCO7634
7635,extracellular small neutral protease
7636,hypothetical protein SCO7636
7637,endoglucanase
7638,phosphopyruvate hydratase
7639,MarR family regulatory protein
7640,LysR family transcriptional regulator
7641,dehydrogenase
7642,hypothetical protein SCO7642
7643,hypothetical protein SCO7643
7644,ATP binding protein
7645,TetR family transcriptional regulator
7646,hypothetical protein SCO7646
7647,calcium binding protein
7648,two-component system response regulator
7649,two-component system sensor kinase
7650,hydrolase
7651,TetR family transcriptional regulator
7652,acetyltransferase
7653,hypothetical protein SCO7653
7654,oxidoreductase
7655,oxidoreductase
7656,hypothetical protein SCO7656
7657,hypothetical protein SCO7657
7658,hypothetical protein SCO7658
7659,oxidoreductase
7660,voltage-gated potassium channel
7661,hypothetical protein SCO7661
7662,chloramphenicol resistance protein
7663,hypothetical protein SCO7663
7664,hypothetical protein SCO7664
7665,hypothetical protein SCO7665
7666,"zinc-binding oxidoreductase (fragment), partial"
7667,hypothetical protein SCO7667
7668,hypothetical protein SCO7668
7669,oxidoreductase
7670,hypothetical protein SCO7670
7671,transferase
7672,hypothetical protein SCO7672
7673,lipoprotein
7674,metal-binding protein
7675,hypothetical protein SCO7675
7676,ferredoxin
7677,solute-binding protein
7678,metal transport integral membrane protein
7679,transport system integral membrane protein
7680,ABC transporter ATP-binding protein
7681,AMP-binding ligase
7682,non-ribosomal peptide synthase
7683,non-ribosomal peptide synthase
7684,hypothetical protein SCO7684
7685,hypothetical protein SCO7685
7686,cytochrome P450
7687,thioesterase
7688,hypothetical protein SCO7688
7689,ABC transporter ATP-binding protein
7690,ABC transporter ATP-binding protein
7691,lyase
7692,hypothetical protein SCO7692
7693,oxidoreductase
7694,TetR family transcriptional regulator
7695,hypothetical protein SCO7695
7696,MarR family transcriptional regulator
7697,hydrolase
7698,MerR family transcriptional regulator
7699,nucleotide-binding protein
7700,cyclase
7701,methyltransferase
7702,GntR family transcriptional regulator
7703,integral membrane transport protein
7704,TetR family transcriptional regulator
7705,oxidoreductase
7706,DNA-binding protein
7707,hypothetical protein SCO7707
7708,hypothetical protein SCO7708
7709,MarR family transcriptional regulator
7710,phosphotransferase
7711,two component system sensor kinase
7712,two component system response regulator
7713,hypothetical protein SCO7713
7714,acetyltransferase
7715,hypothetical protein SCO7715
7716,hypothetical protein SCO7716
7717,hypothetical protein SCO7717
7718,hypothetical protein SCO7718
7719,TetR family transcriptional regulator
7720,hypothetical protein SCO7720
7721,hypothetical protein SCO7721
7722,hypothetical protein SCO7722
7723,hypothetical protein SCO7723
7724,hypothetical protein SCO7724
7725,hypothetical protein SCO7725
7726,hydrolase
7727,MarR family regulatory protein
7728,hypothetical protein SCO7728
7729,hypothetical protein SCO7729
7730,hypothetical protein SCO7730
7731,hypothetical protein SCO7731
7732,hypothetical protein SCO7732
7733,transcriptional regulator
7734,hypothetical protein SCO7734
7735,hypothetical protein SCO7735
7736,hypothetical protein SCO7736
7737,hypothetical protein SCO7737
7738,hypothetical protein SCO7738
7739,hydrolase
7740,hypothetical protein SCO7740
7741,hypothetical protein SCO7741
7742,MarR family transcriptional regulator
7743,hypothetical protein SCO7743
7744,
7745,
7746,insertion element transposase
7747,hypothetical protein SCO7747
7748,hypothetical protein SCO7748
7749,hypothetical protein SCO7749
7750,hypothetical protein SCO7750
7751,regulatory protein
7752,hypothetical protein SCO7752
7753,hypothetical protein SCO7753
7754,anti-sigma factor antagonist
7755,hypothetical protein SCO7755
7756,hypothetical protein SCO7756
7757,
7758,
7759,DNA-binding protein
7760,"oxidoreductase fragment, partial"
7761,hypothetical protein SCO7761
7762,hypothetical protein SCO7762
7763,hypothetical protein SCO7763
7764,hypothetical protein SCO7764
7765,transcriptional regulator
7766,hypothetical protein SCO7766
7767,DNA-binding protein
7768,hypothetical protein SCO7768
7769,hypothetical protein SCO7769
7770,hypothetical protein SCO7770
7771,
7772,hypothetical protein SCO7772
7773,hypothetical protein SCO7773
7774,hypothetical protein SCO7774
7775,hypothetical protein SCO7775
7776,hypothetical protein SCO7776
7777,hydrolase
7778,transcriptional regulator
7779,oxidoreductase
7780,transcriptional regulator
7781,
7782,IS110 transposase
7783,
7784,oxidoreductase
7785,transcriptional regulator
7786,hypothetical protein SCO7786
7787,hypothetical protein SCO7787
7788,hypothetical protein SCO7788
7789,hypothetical protein SCO7789
7790,oxidoreductase
7791,oxidoreductase
7792,hypothetical protein SCO7792
7793,hypothetical protein SCO7793
7794,TetR family transcriptional regulator
7795,"transposase, partial"
7796,hypothetical protein SCO7796
7797,"transposase, partial"
7798,transposase
7799,transposase
7800,hypothetical protein SCO7800
7801,hypothetical protein SCO7801
7802,
7803,insertion element transposase
7804,"hypothetical protein SCO7804, partial"
7805,hypothetical protein SCO7805
7806,DNA-binding protein
7807,hypothetical protein SCO7807
7808,hypothetical protein SCO7808
7809,TetR family transcriptional regulator
7810,oxidoreductase
7811,hypothetical protein SCO7811
7812,insertion element transposase
7813,hypothetical protein SCO7813
7814,
7815,TetR family transcriptional regulator
7816,hypothetical protein SCO7816
7817,DNA-binding protein
7818,oxidoreductase
7819,hypothetical protein SCO7819
7820,hypothetical protein SCO7820
7821,hypothetical protein SCO7821
7822,prolipoprotein diacylglyceryl transferase
7823,hypothetical protein SCO7823
7824,TetR family transcriptional regulator
7825,hypothetical protein SCO7825
7826,hypothetical protein SCO7826
7827,transposase
7828,DNA-binding protein
7829,hypothetical protein SCO7829
7830,hypothetical protein SCO7830
7831,hypothetical protein SCO7831
7832,Na+/H+ antiporter
7833,hypothetical protein SCO7833
7834,hypothetical protein SCO7834
7835,hypothetical protein SCO7835
7836,hypothetical protein SCO7836
7837,hypothetical protein SCO7837
7838,hypothetical protein SCO7838
7839,hypothetical protein SCO7839
7840,hypothetical protein SCO7840
