#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
chr,NC_003888.3,6494967,6495218,-,1101367,-,SCO5925,NP_630043.1,83,-,hypothetical protein SCO5925
chr,NC_003888.3,6495215,6495736,-,1101368,-,SCO5926,NP_630044.1,173,-,hypothetical protein SCO5926
chr,NC_003888.3,6495872,6496093,-,1101369,-,SCO5927,NP_630045.1,73,-,hypothetical protein SCO5927
chr,NC_003888.3,6496282,6496986,-,1101370,-,SCO5928,NP_630046.1,234,-,hypothetical protein SCO5928
chr,NC_003888.3,6497455,6498231,-,1101371,-,SCO5929,NP_630047.1,258,-,oxidoreductase
chr,NC_003888.3,6498298,6499377,+,1101372,-,SCO5930,NP_630048.1,359,-,NTP pyrophosphohydrolase
chr,NC_003888.3,6499512,6500945,-,1101373,-,SCO5931,NP_733679.1,477,-,"xylanase A, partial"
chr,NC_003888.3,6501336,6502763,+,1101374,-,SCO5932,NP_630049.1,475,-,arabinofuranosidase
chr,NC_003888.3,6502747,6503922,-,1101375,-,SCO5933,NP_630050.1,391,-,hypothetical protein SCO5933
chr,NC_003888.3,6504150,6504752,+,1101376,-,SCO5934,NP_630051.1,200,-,sigma factor
chr,NC_003888.3,6504749,6505642,+,1101377,-,SCO5935,NP_630052.1,297,-,hypothetical protein SCO5935
chr,NC_003888.3,6505626,6505787,-,1101378,-,SCO5936,NP_630053.1,53,-,hypothetical protein SCO5936
chr,NC_003888.3,6505802,6506170,-,1101379,-,SCO5937,NP_630054.1,122,-,hypothetical protein SCO5937
chr,NC_003888.3,6506167,6506775,-,1101380,-,SCO5938,NP_630055.1,202,-,hypothetical protein SCO5938
chr,NC_003888.3,6506808,6507281,+,1101381,-,SCO5939,NP_630056.1,157,-,peptidylprolyl isomerase
chr,NC_003888.3,6507329,6507988,+,1101382,-,SCO5940,NP_630057.1,219,-,hypothetical protein SCO5940
chr,NC_003888.3,6507985,6509133,+,1101383,-,SCO5941,NP_630058.1,382,-,aminotransferase
chr,NC_003888.3,6509216,6509833,+,1101384,-,SCO5942,NP_630059.1,205,-,hypothetical protein SCO5942
chr,NC_003888.3,6510025,6510810,+,1101385,-,SCO5943,NP_630060.1,261,-,hydrolase
chr,NC_003888.3,6510803,6511951,+,1101386,-,SCO5944,NP_630061.1,382,-,hypothetical protein SCO5944
chr,NC_003888.3,6511948,6513768,+,1101387,-,SCO5945,NP_630062.1,606,-,transferase
chr,NC_003888.3,6513765,6514538,+,1101388,-,SCO5946,NP_630063.1,257,-,hypothetical protein SCO5946
chr,NC_003888.3,6514553,6515950,+,1101389,-,SCO5947,NP_630064.1,465,-,hypothetical protein SCO5947
chr,NC_003888.3,6515947,6517140,+,1101390,-,SCO5948,NP_630065.1,397,-,oxidoreductase
chr,NC_003888.3,6517425,6517973,+,1101391,-,SCO5949,NP_630066.1,182,-,hypothetical protein SCO5949
chr,NC_003888.3,6518093,6519544,-,1101392,-,SCO5950,NP_630067.1,483,-,export protein
chr,NC_003888.3,6519692,6520303,+,1101393,-,SCO5951,NP_630068.1,203,-,transcriptional regulator
chr,NC_003888.3,6520547,6521299,+,1101394,-,SCO5952,NP_630069.1,250,-,hypothetical protein SCO5952
chr,NC_003888.3,6521302,6524043,+,1101395,-,SCO5953,NP_630070.1,913,-,hypothetical protein SCO5953
chr,NC_003888.3,6524142,6526439,+,1101396,-,SCO5954,NP_630071.1,765,-,chitinase
chr,NC_003888.3,6526506,6526940,-,1101397,-,SCO5955,NP_630072.1,144,-,hypothetical protein SCO5955
chr,NC_003888.3,6526903,6527715,+,1101398,-,SCO5956,NP_630073.1,270,-,regulatory protein
chr,NC_003888.3,6527871,6529472,+,1101399,-,SCO5957,NP_630074.1,533,-,transporter
chr,NC_003888.3,6529489,6530343,-,1101400,-,SCO5958,NP_630075.1,284,-,cobalt transport system ATP binding protein
chr,NC_003888.3,6530340,6531089,-,1101401,-,SCO5959,NP_630076.1,249,-,cobalt transport integral membrane protein
chr,NC_003888.3,6531090,6531446,-,1101402,-,SCO5960,NP_630077.1,118,-,cobalt transport protein CbiN
chr,NC_003888.3,6531443,6532141,-,1101403,-,SCO5961,NP_630078.2,232,-,cobalt transport protein CbiM
chr,NC_003888.3,6532428,6533018,-,1101404,-,SCO5962,NP_630079.1,196,-,transcriptional regulator
chr,NC_003888.3,6533083,6533658,-,1101405,-,SCO5963,NP_630080.1,191,-,hypothetical protein SCO5963
chr,NC_003888.3,6533655,6535013,-,1101406,-,SCO5964,NP_630081.1,452,-,hypothetical protein SCO5964
chr,NC_003888.3,6535301,6535768,+,1101407,-,SCO5965,NP_630082.1,155,-,hypothetical protein SCO5965
chr,NC_003888.3,6535912,6539055,-,1101408,-,SCO5966,NP_733680.1,1047,-,"oxidase, partial"
chr,NC_003888.3,6539260,6539670,+,1101409,-,SCO5967,NP_630083.1,136,-,hypothetical protein SCO5967
chr,NC_003888.3,6539766,6540974,+,1101410,-,SCO5968,NP_630084.1,402,-,bldA-regulated nucleotide binding protein
chr,NC_003888.3,6540971,6541324,+,1101411,-,SCO5969,NP_630085.1,117,-,hypothetical protein SCO5969
chr,NC_003888.3,6541507,6541977,+,1101412,-,SCO5970,NP_630086.1,156,-,hypothetical protein SCO5970
chr,NC_003888.3,6542306,6543229,+,1101413,-,SCO5971,NP_630087.1,307,-,hypothetical protein SCO5971
chr,NC_003888.3,6543305,6544900,+,1101414,-,SCO5972,NP_630088.1,531,-,hypothetical protein SCO5972
chr,NC_003888.3,6544981,6547509,+,1101415,-,SCO5973,NP_630089.1,842,-,phosphatase
chr,NC_003888.3,6547561,6548856,-,1101416,-,SCO5974,NP_630090.1,431,-,integral membrane ion exchanger
chr,NC_003888.3,6549048,6550304,+,1101417,-,SCO5975,NP_630091.1,418,-,arginine deiminase
chr,NC_003888.3,6550399,6551406,+,1101418,-,SCO5976,NP_630092.1,335,-,ornithine carbamoyltransferase
chr,NC_003888.3,6551536,6552975,+,1101419,-,SCO5977,NP_630093.1,479,-,amino acid permease
chr,NC_003888.3,6552935,6553420,-,1101420,-,SCO5978,NP_630094.1,161,-,hypothetical protein SCO5978
chr,NC_003888.3,6553552,6554379,+,1101421,-,SCO5979,NP_630095.1,275,-,enoyl-CoA hydratase
chr,NC_003888.3,6554384,6556789,+,1101422,-,SCO5980,NP_630096.1,801,-,salicylyl-CoA 5-hydroxylase
chr,NC_003888.3,6556777,6557688,-,1101423,-,SCO5981,NP_630097.1,303,-,hypothetical protein SCO5981
chr,NC_003888.3,6557772,6558617,-,1101424,-,SCO5982,NP_630098.1,281,-,regulator
chr,NC_003888.3,6558619,6560310,-,1101425,-,SCO5983,NP_630099.1,563,-,fatty acid-CoA ligase
chr,NC_003888.3,6560442,6561617,+,1101426,-,SCO5984,NP_630100.1,391,-,acyl-CoA dehydrogenase
chr,NC_003888.3,6561614,6562012,+,1101427,-,SCO5985,NP_630101.1,132,-,hypothetical protein SCO5985
chr,NC_003888.3,6562040,6562867,+,1101428,-,SCO5986,NP_630102.1,275,-,oxidoreductase
chr,NC_003888.3,6562884,6563093,-,1101429,-,SCO5987,NP_630103.1,69,-,hypothetical protein SCO5987
chr,NC_003888.3,6563335,6563778,+,1101430,-,SCO5988,NP_630104.1,147,-,hypothetical protein SCO5988
chr,NC_003888.3,6563897,6564781,-,1101431,-,SCO5989,NP_630105.1,294,-,hypothetical protein SCO5989
chr,NC_003888.3,6564792,6565028,-,1101432,-,SCO5990,NP_630106.1,78,-,hypothetical protein SCO5990
chr,NC_003888.3,6565263,6565649,+,1101433,-,SCO5991,NP_630107.1,128,-,hypothetical protein SCO5991
chr,NC_003888.3,6565701,6566195,+,1101434,-,SCO5992,NP_630108.1,164,-,hypothetical protein SCO5992
chr,NC_003888.3,6566262,6567074,+,1101435,-,SCO5993,NP_630109.1,270,-,hypothetical protein SCO5993
chr,NC_003888.3,6567071,6567973,+,1101436,-,SCO5994,NP_630110.1,300,-,integral membrane cytochrome biogenesis protein
chr,NC_003888.3,6568057,6568779,+,1101437,-,SCO5995,NP_630111.1,240,-,hypothetical protein SCO5995
chr,NC_003888.3,6568779,6571592,+,1101438,-,SCO5996,NP_630112.1,937,-,hypothetical protein SCO5996
chr,NC_003888.3,6572032,6572550,+,1101439,-,SCO5997,NP_630113.1,172,-,hypothetical protein SCO5997
chr,NC_003888.3,6573186,6574715,-,1101440,-,SCO5998,NP_733681.1,509,-,UDP-N-acetylglucosamine transferase
chr,NC_003888.3,6575305,6578019,+,1101441,-,SCO5999,NP_630114.1,904,-,aconitate hydratase
chr,NC_003888.3,6578236,6578481,+,1101442,-,SCO6000,NP_630115.1,81,-,hypothetical protein SCO6000
chr,NC_003888.3,6578520,6578807,+,1101443,-,SCO6001,NP_630116.1,95,-,hypothetical protein SCO6001
chr,NC_003888.3,6578743,6579171,-,1101444,-,SCO6002,NP_630117.1,142,-,hypothetical protein SCO6002
chr,NC_003888.3,6579213,6580073,-,1101445,-,SCO6003,NP_630118.1,286,-,DNA-binding protein
chr,NC_003888.3,6580256,6584062,-,1101446,-,SCO6004,NP_733682.1,1268,-,"ATP/GTP binding protein, partial"
chr,NC_003888.3,6584624,6586033,+,1101447,-,SCO6005,NP_630119.1,469,-,lipoprotein
chr,NC_003888.3,6586041,6587102,+,1101448,-,SCO6006,NP_630120.1,353,-,transmembrane transport protein
chr,NC_003888.3,6587099,6588007,+,1101449,-,SCO6007,NP_630121.1,302,-,transmembrane transport protein
chr,NC_003888.3,6588242,6589453,+,1101450,-,SCO6008,NP_630122.1,403,-,transcriptional repressor protein
chr,NC_003888.3,6589575,6590690,+,1101451,-,SCO6009,NP_630123.1,371,-,solute-binding protein
chr,NC_003888.3,6590859,6591641,+,1101452,-,SCO6010,NP_630124.1,260,-,ABC transporter ATP-binding protein
chr,NC_003888.3,6591638,6592930,+,1101453,-,SCO6011,NP_630125.1,430,-,ABC transporter
chr,NC_003888.3,6593034,6594557,-,1101454,-,SCO6012,NP_630126.1,507,-,chitinase
chr,NC_003888.3,6594926,6596854,+,1101455,-,SCO6013,NP_733683.1,642,-,1-deoxy-D-xylulose-5-phosphate synthase
chr,NC_003888.3,6597042,6598553,+,1101456,-,SCO6014,NP_630127.1,503,-,cationic amino acid transporter
chr,NC_003888.3,6598656,6599033,-,1101457,-,SCO6015,NP_630128.1,125,-,hypothetical protein SCO6015
chr,NC_003888.3,6600024,6601049,+,1101459,-,SCO6018,NP_630129.1,341,-,hypothetical protein SCO6018
chr,NC_003888.3,6601234,6602355,+,1101460,-,SCO6019,NP_630130.1,373,-,hypothetical protein SCO6019
chr,NC_003888.3,6602452,6603552,-,1101461,-,SCO6020,NP_630131.1,366,-,transcriptional regulator
chr,NC_003888.3,6603996,6605621,+,1101462,-,SCO6021,NP_630132.1,541,-,hypothetical protein SCO6021
chr,NC_003888.3,6605637,6607259,+,1101463,-,SCO6022,NP_630133.1,540,-,hypothetical protein SCO6022
chr,NC_003888.3,6607256,6609016,+,1101464,-,SCO6023,NP_630134.1,586,-,hypothetical protein SCO6023
chr,NC_003888.3,6609013,6611106,+,1101465,-,SCO6024,NP_630135.1,697,-,transferase
chr,NC_003888.3,6611138,6613105,+,1101466,-,SCO6025,NP_630136.1,655,-,hypothetical protein SCO6025
chr,NC_003888.3,6613171,6615300,-,1101467,-,SCO6026,NP_630137.1,709,-,fatty acid oxidation complex alpha-subunit
chr,NC_003888.3,6615297,6616514,-,1101468,-,SCO6027,NP_630138.1,405,-,acetyl-CoA acetyltransferase
chr,NC_003888.3,6616708,6617892,-,1101469,-,SCO6028,NP_630139.1,394,-,ribonuclease
chr,NC_003888.3,6618177,6618839,-,1101470,-,SCO6029,NP_630140.1,220,-,two-component regulator
chr,NC_003888.3,6619133,6619849,-,1101471,-,SCO6030,NP_630141.1,238,-,hypothetical protein SCO6030
chr,NC_003888.3,6620001,6621068,+,1101472,hemE,SCO6031,NP_630142.1,355,-,uroporphyrinogen decarboxylase
chr,NC_003888.3,6621097,6622617,-,1101473,-,SCO6032,NP_630143.1,506,-,hydrolase
chr,NC_003888.3,6623033,6624127,+,1101474,-,SCO6033,NP_630144.1,364,-,hypothetical protein SCO6033
chr,NC_003888.3,6624109,6625437,+,1101475,-,SCO6034,NP_630145.1,442,-,hypothetical protein SCO6034
chr,NC_003888.3,6625434,6626642,+,1101476,-,SCO6035,NP_630146.1,402,-,lysine/ornithine decarboxylase
chr,NC_003888.3,6626635,6627204,+,1101477,-,SCO6036,NP_630147.1,189,-,hypothetical protein SCO6036
chr,NC_003888.3,6627211,6628443,+,1101478,-,SCO6037,NP_630148.1,410,-,transmembrane transport protein
chr,NC_003888.3,6628480,6629631,-,1101479,-,SCO6038,NP_630149.1,383,-,hypothetical protein SCO6038
chr,NC_003888.3,6629805,6631202,-,1101480,-,SCO6039,NP_630150.1,465,-,flavoprotein oxidoreductase
chr,NC_003888.3,6631230,6632213,-,1101481,-,SCO6040,NP_630151.1,327,-,lipoprotein
chr,NC_003888.3,6632494,6633978,+,1101482,-,SCO6041,NP_733684.1,494,-,"protoporphyrinogen oxidase, partial"
chr,NC_003888.3,6633983,6634714,+,1101483,-,SCO6042,NP_630152.1,243,-,hypothetical protein SCO6042
chr,NC_003888.3,6634715,6636346,-,1101484,-,SCO6043,NP_630153.1,543,-,protease
chr,NC_003888.3,6636431,6637228,-,1101485,-,SCO6044,NP_630154.1,265,-,hypothetical protein SCO6044
chr,NC_003888.3,6637343,6638659,-,1101486,-,SCO6045,NP_630155.1,438,-,hypothetical protein SCO6045
chr,NC_003888.3,6638803,6639552,-,1101487,-,SCO6046,NP_630156.1,249,-,hypothetical protein SCO6046
chr,NC_003888.3,6639597,6640451,+,1101488,-,SCO6047,NP_630157.1,284,-,ABC transporter ATP-binding protein
chr,NC_003888.3,6640448,6641122,+,1101489,-,SCO6048,NP_630158.1,224,-,hypothetical protein SCO6048
chr,NC_003888.3,6641114,6641344,-,1101490,-,SCO6049,NP_630159.1,76,-,hypothetical protein SCO6049
chr,NC_003888.3,6641362,6642231,-,1101491,-,SCO6050,NP_630160.1,289,-,lipoprotein
chr,NC_003888.3,6642322,6643863,-,1101492,-,SCO6051,NP_630161.1,513,-,iron-sulfur binding oxidoreductase
chr,NC_003888.3,6643915,6645312,-,1101493,-,SCO6052,NP_630162.1,465,-,hypothetical protein SCO6052
chr,NC_003888.3,6645402,6646190,-,1101494,-,SCO6053,NP_630163.1,262,-,hypothetical protein SCO6053
chr,NC_003888.3,6646291,6647781,-,1101495,-,SCO6054,NP_733685.1,496,-,"transmembrane transport protein, partial"
chr,NC_003888.3,6647790,6648371,-,1101496,-,SCO6055,NP_630164.1,193,-,carbonic anhydrase
chr,NC_003888.3,6648450,6648851,-,1101497,-,SCO6056,NP_630165.1,133,-,hypothetical protein SCO6056
chr,NC_003888.3,6649041,6650093,-,1101498,-,SCO6057,NP_630166.1,350,-,ATP/GTP-binding integral membrane protein
chr,NC_003888.3,6650674,6651471,+,1101499,-,SCO6058,NP_630167.1,265,-,hypothetical protein SCO6058
chr,NC_003888.3,6651616,6652161,+,1101500,-,SCO6059,NP_630168.1,181,-,hypothetical protein SCO6059
chr,NC_003888.3,6652235,6653623,+,1101501,-,SCO6060,NP_630169.1,462,-,UDP-N-acetylmuramoyl-L-alanine ligase
chr,NC_003888.3,6653637,6654044,+,1101502,-,SCO6061,NP_630170.1,135,-,oxidoreductase
chr,NC_003888.3,6654298,6655458,+,1101503,-,SCO6062,NP_630171.1,386,-,ABC transporter ATP-binding protein
chr,NC_003888.3,6655455,6656168,+,1101504,-,SCO6063,NP_630172.1,237,-,ABC transporter permease
chr,NC_003888.3,6656165,6656830,+,1101505,-,SCO6064,NP_630173.1,221,-,ABC transporter permease
chr,NC_003888.3,6656904,6657866,+,1101506,-,SCO6065,NP_630174.1,320,-,substrate-binding protein
chr,NC_003888.3,6657898,6658443,-,1101507,-,SCO6066,NP_630175.1,181,-,ATP/GTP-binding protein
chr,NC_003888.3,6658496,6658855,-,1101508,-,SCO6067,NP_630176.1,119,-,hypothetical protein SCO6067
chr,NC_003888.3,6658857,6659276,-,1101509,-,SCO6068,NP_630177.1,139,-,hypothetical protein SCO6068
chr,NC_003888.3,6659273,6661906,-,1101510,-,SCO6069,NP_630178.1,877,-,large hypothetical protein
chr,NC_003888.3,6661975,6662988,-,1101511,-,SCO6070,NP_630179.1,337,-,solute binding protein
chr,NC_003888.3,6663344,6663991,+,1101512,-,SCO6071,NP_630180.1,215,-,A-factor receptor-like protein
chr,NC_003888.3,6664069,6666069,+,1101513,-,SCO6072,NP_630181.1,666,-,hypothetical protein SCO6072
chr,NC_003888.3,6666219,6668399,+,1101514,-,SCO6073,NP_630182.1,726,-,cyclase
chr,NC_003888.3,6668513,6669124,+,1101515,-,SCO6074,NP_630183.1,203,-,hypothetical protein SCO6074
chr,NC_003888.3,6669117,6669938,-,1101516,-,SCO6075,NP_630184.1,273,-,hypothetical protein SCO6075
chr,NC_003888.3,6670057,6671187,+,1101517,-,SCO6076,NP_630185.1,376,-,dipeptidase
chr,NC_003888.3,6671184,6672188,+,1101518,-,SCO6077,NP_733686.1,334,-,"transferase, partial"
chr,NC_003888.3,6672199,6673944,-,1101519,-,SCO6078,NP_630186.1,581,-,alpha amylase
chr,NC_003888.3,6674122,6674673,+,1101520,-,SCO6079,NP_630187.1,183,-,hypothetical protein SCO6079
chr,NC_003888.3,6675067,6676224,+,1101521,-,SCO6080,NP_630188.1,385,-,dehydrogenase
chr,NC_003888.3,6676232,6678649,-,1101522,-,SCO6081,NP_630189.1,805,-,alpha amylase
chr,NC_003888.3,6678718,6680826,-,1101523,-,SCO6082,NP_630190.1,702,-,glycogen debranching protein
chr,NC_003888.3,6681383,6682630,+,1101524,-,SCO6083,NP_630191.1,415,-,hypothetical protein SCO6083
chr,NC_003888.3,6682745,6683479,+,1101525,-,SCO6084,NP_630192.1,244,-,DNA polymerase III subunit epsilon
chr,NC_003888.3,6683518,6684384,-,1101526,-,SCO6085,NP_630193.1,288,-,hypothetical protein SCO6085
chr,NC_003888.3,6684546,6685493,+,1101527,-,SCO6086,NP_630194.1,315,-,transport system integral membrane protein
chr,NC_003888.3,6685490,6686323,+,1101528,-,SCO6087,NP_630195.1,277,-,transport system integral membrane protein
chr,NC_003888.3,6686323,6687615,+,1101529,-,SCO6088,NP_630196.1,430,-,solute-binding transport protein
chr,NC_003888.3,6687926,6688708,+,1101530,-,SCO6089,NP_630197.1,260,-,antibiotic resistance rRNA adenine methyltransferase
chr,NC_003888.3,6688705,6689961,+,1101531,-,SCO6090,NP_630198.1,418,-,antibiotic resistance macrolide glycosyltransferase
chr,NC_003888.3,6690041,6692311,-,1101532,-,SCO6091,NP_630199.1,756,-,hypothetical protein SCO6091
chr,NC_003888.3,6692660,6693208,+,1101533,-,SCO6092,NP_630200.1,182,-,hypothetical protein SCO6092
chr,NC_003888.3,6693222,6693968,-,1101534,-,SCO6093,NP_630201.1,248,-,hypothetical protein SCO6093
chr,NC_003888.3,6693977,6694888,-,1101535,-,SCO6094,NP_630202.1,303,-,transport system integral membrane protein
chr,NC_003888.3,6694875,6695669,-,1101536,-,SCO6095,NP_630203.1,264,-,ABC transporter ATP-binding protein
chr,NC_003888.3,6695702,6696805,-,1101537,-,SCO6096,NP_630204.1,367,-,lipoprotein
chr,NC_003888.3,6697066,6698421,-,1101538,-,SCO6097,NP_630205.1,451,-,sulfate adenylyltransferase subunit 1
chr,NC_003888.3,6698424,6699362,-,1101539,-,SCO6098,NP_630206.1,312,-,sulfate adenylyltransferase subunit 2
chr,NC_003888.3,6699359,6699895,-,1101540,-,SCO6099,NP_630207.1,178,-,adenylylsulfate kinase
chr,NC_003888.3,6700005,6700715,-,1101541,-,SCO6100,NP_630208.1,236,-,phosphoadenosine phosphosulfate reductase
chr,NC_003888.3,6700712,6700891,-,1101542,-,SCO6101,NP_630209.1,59,-,hypothetical protein SCO6101
chr,NC_003888.3,6700888,6702585,-,1101543,-,SCO6102,NP_630210.1,565,-,nitrite/sulfite reductase
chr,NC_003888.3,6702969,6703541,-,1101544,-,SCO6103,NP_630211.1,190,-,acetyltransferase
chr,NC_003888.3,6703618,6704931,-,1101545,-,SCO6104,NP_630212.1,437,-,hypothetical protein SCO6104
chr,NC_003888.3,6705148,6706437,-,1101546,-,SCO6105,NP_630213.1,429,-,regulatory protein
chr,NC_003888.3,6706680,6708353,-,1101547,-,SCO6106,NP_630214.1,557,-,acyl-CoA dehydrogenase
chr,NC_003888.3,6708580,6709614,+,1101548,-,SCO6107,NP_630215.1,344,-,hypothetical protein SCO6107
chr,NC_003888.3,6709909,6711471,+,1101549,-,SCO6108,NP_630216.1,520,-,esterase
chr,NC_003888.3,6711507,6713030,+,1101550,-,SCO6109,NP_630217.1,507,-,hydrolase
chr,NC_003888.3,6713089,6714015,-,1101551,-,SCO6110,NP_630218.1,308,-,sugar kinase
chr,NC_003888.3,6714012,6715769,-,1101552,-,SCO6111,NP_630219.1,585,-,oligopeptide ABC transporter ATP-binding protein
chr,NC_003888.3,6715766,6716659,-,1101553,-,SCO6112,NP_630220.1,297,-,oligopeptide ABC transporter integral membrane protein
chr,NC_003888.3,6716656,6717615,-,1101554,-,SCO6113,NP_733687.1,319,-,peptide ABC transporter integral membrane protein
chr,NC_003888.3,6717677,6719485,-,1101555,-,SCO6114,NP_733688.1,602,-,"peptide-binding transport protein, partial"
chr,NC_003888.3,6719695,6720918,+,1101556,-,SCO6115,NP_630221.1,407,-,transcriptional regulator
chr,NC_003888.3,6720968,6722509,+,1101557,-,SCO6116,NP_630222.1,513,-,hypothetical protein SCO6116
chr,NC_003888.3,6722506,6723300,+,1101558,-,SCO6117,NP_630223.1,264,-,hypothetical protein SCO6117
chr,NC_003888.3,6723322,6724296,+,1101559,-,SCO6118,NP_630224.1,324,-,AraC family transcription regulator
chr,NC_003888.3,6724307,6724990,+,1101560,-,SCO6119,NP_630225.1,227,-,AraC family transcription regulator
chr,NC_003888.3,6725136,6725624,+,1101561,-,SCO6120,NP_630226.1,162,-,hypothetical protein SCO6120
chr,NC_003888.3,6725692,6726270,-,1101562,-,SCO6121,NP_630227.1,192,-,transcriptional regulator
chr,NC_003888.3,6726363,6726809,+,1101563,-,SCO6122,NP_630228.1,148,-,hypothetical protein SCO6122
chr,NC_003888.3,6726883,6727275,-,1101564,-,SCO6123,NP_630229.1,130,-,quinone binding protein
chr,NC_003888.3,6727703,6728032,+,1101565,-,SCO6124,NP_630230.1,109,-,hypothetical protein SCO6124
chr,NC_003888.3,6728081,6728752,+,1101566,-,SCO6125,NP_630231.1,223,-,membrane lipoprotein
chr,NC_003888.3,6728774,6729088,-,1101567,-,SCO6126,NP_630232.1,104,-,hypothetical protein SCO6126
chr,NC_003888.3,6729231,6730739,+,1101568,-,SCO6127,NP_630233.1,502,-,carboxylesterase
chr,NC_003888.3,6730693,6730926,-,1101569,-,SCO6128,NP_630234.1,77,-,hypothetical protein SCO6128
chr,NC_003888.3,6730923,6731834,-,1101570,-,SCO6129,NP_630235.1,303,-,DNA-binding protein
chr,NC_003888.3,6731917,6732270,+,1101571,-,SCO6130,NP_630236.1,117,-,hypothetical protein SCO6130
chr,NC_003888.3,6732336,6733691,-,1101572,-,SCO6131,NP_630237.1,451,-,carboxypeptidase
chr,NC_003888.3,6733884,6734480,-,1101573,-,SCO6132,NP_630238.1,198,-,hypothetical protein SCO6132
chr,NC_003888.3,6734477,6735859,-,1101574,-,SCO6133,NP_630239.1,460,-,hypothetical protein SCO6133
chr,NC_003888.3,6735856,6736854,-,1101575,-,SCO6134,NP_630240.1,332,-,regulatory protein
chr,NC_003888.3,6736851,6737525,-,1101576,-,SCO6135,NP_630241.1,224,-,hypothetical protein SCO6135
chr,NC_003888.3,6737522,6738541,-,1101577,-,SCO6136,NP_630242.1,339,-,transmembrane protein
chr,NC_003888.3,6738552,6739466,-,1101578,mmuM,SCO6137,NP_733689.1,304,-,homocysteine methyltransferase
chr,NC_003888.3,6739546,6740469,+,1101579,-,SCO6138,NP_630243.1,307,-,transmembrane protein
chr,NC_003888.3,6740466,6741632,+,1101580,-,SCO6139,NP_630244.1,388,-,sensor kinase
chr,NC_003888.3,6741629,6742288,+,1101581,-,SCO6140,NP_630245.1,219,-,two-component system response regulator
chr,NC_003888.3,6742307,6742909,-,1101582,-,SCO6141,NP_630246.1,200,-,transmembrane protein
chr,NC_003888.3,6742955,6743446,+,1101583,-,SCO6142,NP_630247.1,163,-,hypothetical protein SCO6142
chr,NC_003888.3,6743443,6744198,+,1101584,-,SCO6143,NP_630248.1,251,-,hypothetical protein SCO6143
chr,NC_003888.3,6744201,6744770,-,1101585,-,SCO6144,NP_630249.1,189,-,transcriptional regulator
chr,NC_003888.3,6744922,6746640,+,1101586,-,SCO6145,NP_630250.1,572,-,hypothetical protein SCO6145
